Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Dzhamalutdin Abdulkadyrov,RUS,DF,CSKA Moscow,19,3,2,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,2,0,0,0,1,2,0,3,0,0.0,1.29,0.0,0.0,0.0
Saminu Abdullahi,NGA,MF,FC Khimki,23,7,4,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0,7,3,0,4,7,2,0,3,1,33.3,0.76,0.25,0.0,0.0
Myenty Abena,SUR,DF,Spartak Moscow,29,7,4,383,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0,8,6,0,0,2,6,0,0,0,0.0,0.0,0.0,0.0,0.0
Arsen Adamov,RUS,DF,Akhmat Grozny,24,30,29,2563,28.5,1,1,2,1,0,0,0,0,0.04,0.04,0.07,0.04,0.07,2.0,0,11,48,1,40,46,47,0,25,5,20.0,0.88,0.18,0.04,0.2
Denis Adamov,RUS,GK,Zenit,26,4,3,327,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gamid Agalarov,RUS,FW,D'mo Makhachkala,24,28,26,2039,22.6,7,4,11,5,2,3,3,0,0.31,0.18,0.49,0.22,0.4,1.2,0,39,35,15,11,4,3,0,40,18,45.0,1.77,0.8,0.18,0.39
Ilya Agapov,RUS,"DF,MF",Nizhny Novgorod,23,6,6,428,4.8,0,1,1,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,1.0,0,4,2,0,5,6,4,0,1,0,0.0,0.21,0.0,0.0,0.0
Stanislav Agkatsev,RUS,GK,Krasnodar,22,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ilzat Akhmetov,RUS,MF,Zenit,26,5,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0,1,0,0,1,0,0,0,3,0,0.0,4.91,0.0,0.0,0.0
Igor Akinfeev,RUS,GK,CSKA Moscow,38,28,28,2520,28.0,0,1,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,1.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dmitrii Aleksandrov,RUS,MF,Dynamo Mosc,18,6,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.35,0,4,2,0,1,2,1,0,2,0,0.0,1.65,0.0,0.0,0.0
Viktor Aleksandrov,RUS,DF,Nizhny Novgorod,22,21,17,1569,17.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.2,0,23,8,0,1,16,26,0,4,0,0.0,0.23,0.0,0.0,0.0
Alerrandro,BRA,FW,CSKA Moscow,24,6,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5,0,3,7,1,1,1,0,0,1,0,0.0,0.57,0.0,0.0,0.0
Mutalip Alibekov,RUS,DF,D'mo Makhachkala,27,15,12,1042,11.6,0,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,0.7,1,17,12,0,2,13,20,0,7,3,42.9,0.6,0.26,0.0,0.0
Nuraly Alip,KAZ,DF,Zenit,24,19,7,980,10.9,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,3.0,0,3,5,0,5,12,12,0,10,3,30.0,0.92,0.28,0.1,0.33
Ilnur Alshin,RUS,"MF,DF",Fakel Voronezh,30,27,24,1928,21.4,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14,0.5,0,37,18,1,114,24,28,0,23,5,21.7,1.07,0.23,0.09,0.4
Boni Amian,CIV,MF,FC Khimki,21,5,0,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.15,0,2,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0
Victorien Angban,CIV,MF,D'mo Makhachkala,27,5,2,200,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0,7,2,0,0,1,1,0,1,0,0.0,0.45,0.0,0.0,0.0
Nemanja Andjelkovic,SRB,DF,FC Khimki,27,7,5,458,5.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.75,0,5,8,0,0,6,0,0,2,1,50.0,0.39,0.2,0.0,0.0
Khyzyr Appayev,RUS,FW,Fakel Voronezh,34,7,1,281,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.125,0,4,5,4,4,2,0,0,5,1,20.0,1.6,0.32,0.0,0.0
Marat Apshatsev,RUS,MF,Rubin Kazan,23,7,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,4,0,0,0,0,2,0,2,1,50.0,1.8,0.9,0.0,0.0
Arthur,BRA,"MF,FW",Dynamo Mosc,26,16,13,950,10.6,3,2,5,2,1,1,2,0,0.28,0.19,0.47,0.19,0.38,3.5,0,16,19,4,21,4,7,0,18,9,50.0,1.71,0.85,0.11,0.22
Artur,BRA,MF,Zenit,26,11,1,254,2.8,1,2,3,1,0,0,1,0,0.35,0.71,1.06,0.35,1.06,8.0,0,2,10,1,14,2,4,0,8,6,75.0,2.83,2.13,0.13,0.17
Rustam Ashurmatov,UZB,DF,Rubin Kazan,28,14,7,678,7.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6,0,8,4,1,2,16,9,0,4,0,0.0,0.53,0.0,0.0,0.0
Eyad El Askalani,EGY,DF,Rostov,19,2,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0,2,0,0,2,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Rustam Âtimov,TJK,GK,Rostov,26,20,20,1771,19.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,5,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Imran Aznaurov,RUS,FW,Rostov,19,6,5,372,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0,4,2,0,7,0,3,0,6,3,50.0,1.45,0.73,0.0,0.0
Mohammed Azzi,ALG,"MF,DF",D'mo Makhachkala,22,10,9,810,9.0,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.8,0,20,13,3,39,17,26,0,10,4,40.0,1.11,0.44,0.1,0.25
Ulvi Babaev,RUS,MF,Samara,20,13,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0,7,1,1,5,1,4,0,7,2,28.6,4.04,1.15,0.0,0.0
Srdjan Babic,SRB,DF,Spartak Moscow,28,26,26,2336,26.0,2,1,3,2,0,0,10,1,0.08,0.04,0.12,0.08,0.12,6.0,1,37,20,0,0,25,27,0,17,4,23.5,0.65,0.15,0.12,0.5
Sergey Babkin,RUS,MF,Samara,21,29,28,2061,22.9,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,1.8,0,19,26,0,8,46,24,0,16,7,43.8,0.7,0.31,0.0,0.0
Abdulla Bagamaev,RUS,FW,Fakel Voronezh,19,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.225,0,2,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Soltmurad Bakaev,RUS,"FW,MF",FK Akron Tolyatti,24,25,18,1354,15.0,3,3,6,3,0,0,5,1,0.2,0.2,0.4,0.2,0.4,0.7,1,25,16,10,58,17,7,0,35,10,28.6,2.33,0.66,0.09,0.3
Zelimkhan Bakayev,RUS,"MF,FW",FC Khimki,28,25,22,1633,18.1,4,0,4,4,0,0,6,0,0.22,0.0,0.22,0.22,0.22,2.0,0,30,30,4,58,6,14,0,28,12,42.9,1.54,0.66,0.14,0.33
Fabian Balbuena,PAR,DF,Dynamo Mosc,32,18,17,1528,17.0,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,2.0,0,5,5,2,8,27,24,0,11,4,36.4,0.65,0.24,0.18,0.5
Artem Bandikian,ARM,DF,CSKA Moscow,18,3,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Aleksei Baranovskii,RUS,MF,Orenburg,19,13,0,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0,7,0,0,3,1,0,0,8,1,12.5,3.89,0.49,0.0,0.0
Esequiel Barco,ARG,MF,Spartak Moscow,25,27,27,2368,26.3,12,7,19,5,7,8,5,0,0.46,0.27,0.72,0.19,0.46,14.0,0,10,76,0,114,16,17,0,79,29,36.7,3.0,1.1,0.06,0.17
Vyacheslav Bardybakhin,RUS,DF,FK Akron Tolyatti,22,8,2,161,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0,6,0,0,4,4,5,0,1,1,100.0,0.56,0.56,0.0,0.0
Dmitri Barinov,RUS,MF,Loko Moscow,27,26,26,2288,25.4,0,3,3,0,0,0,8,0,0.0,0.12,0.12,0.0,0.12,8.0,0,36,23,0,18,35,23,0,32,9,28.1,1.26,0.35,0.0,0.0
Wi­lmar Barrios,COL,MF,Zenit,30,28,28,2446,27.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,8.0,0,34,44,0,11,38,47,0,4,1,25.0,0.15,0.04,0.0,0.0
Ivan Basic,BIH,MF,Orenburg,22,27,24,2153,23.9,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.2,0,35,34,2,119,12,16,0,40,8,20.0,1.67,0.33,0.03,0.13
Aleksei Batrakov,RUS,"MF,FW",Loko Moscow,19,29,29,2533,28.1,14,7,21,10,4,4,6,0,0.5,0.25,0.75,0.36,0.6,12.0,0,35,54,3,175,18,21,0,45,28,62.2,1.6,0.99,0.22,0.36
Batxi,ANG,MF,Krasnodar,26,30,28,2210,24.6,5,7,12,5,0,0,3,0,0.2,0.29,0.49,0.2,0.49,5.0,0,8,32,5,65,8,12,0,32,13,40.6,1.3,0.53,0.16,0.38
Khoren Bayramyan,ARM,"MF,FW",Rostov,32,25,6,719,8.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.6,0,6,8,0,24,5,11,0,6,1,16.7,0.75,0.13,0.0,0.0
Aleksandr Belenov,RUS,GK,Fakel Voronezh,37,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gilson Benchimol,CPV,"FW,MF",FK Akron Tolyatti,22,19,11,1033,11.5,3,3,6,3,0,0,3,1,0.26,0.26,0.52,0.26,0.52,0.7,1,20,18,6,19,0,10,0,42,10,23.8,3.66,0.87,0.07,0.3
Bernard Berisha,KVX,"FW,MF",Akhmat Grozny,32,13,3,443,4.9,0,1,1,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,0.6,0,12,14,4,13,1,7,0,7,1,14.3,1.42,0.2,0.0,0.0
Iliya Berkovskiy,RUS,"MF,DF",FC Khimki,24,19,10,829,9.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,16,8,3,12,12,16,0,14,2,14.3,1.52,0.22,0.0,0.0
Stanislav Bessmertnyi,RUS,DF,Dynamo Mosc,20,2,2,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,2,0,4,1,1,0,1,0,0.0,0.8,0.0,0.0,0.0
Ruslan Bezrukov,RUS,"DF,MF",Rubin Kazan,22,24,11,1157,12.9,3,3,6,3,0,0,3,0,0.23,0.23,0.47,0.23,0.47,1.0,0,17,16,2,13,15,21,0,17,7,41.2,1.32,0.54,0.18,0.43
Glenn Bijl,NED,DF,Samara,29,21,19,1456,16.2,1,0,1,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,1.5,0,25,13,2,65,12,26,1,14,6,42.9,0.87,0.37,0.07,0.17
Kristijan Bistrovic,CRO,MF,CSKA Moscow,26,20,11,967,10.7,1,0,1,1,0,0,0,0,0.09,0.0,0.09,0.09,0.09,2.0,0,11,13,0,10,6,3,0,17,3,17.6,1.58,0.28,0.06,0.33
Bitelo,BRA,MF,Dynamo Mosc,24,26,23,2080,23.1,3,11,14,3,0,0,2,0,0.13,0.48,0.61,0.13,0.61,12.0,0,22,53,2,131,17,21,0,54,21,38.9,2.34,0.91,0.06,0.14
Ivan Bober,RUS,MF,Samara,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Miroslav Bogosavac,SRB,"DF,MF",Akhmat Grozny,27,10,9,757,8.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,17,1,21,10,13,0,2,1,50.0,0.24,0.12,0.0,0.0
Marat Bokoev,RUS,DF,FK Akron Tolyatti,23,17,10,991,11.0,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,0.6,0,16,6,0,3,14,21,0,9,2,22.2,0.82,0.18,0.11,0.5
Denis Bokov,RUS,FW,Dynamo Mosc,18,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maksim Boldyrev,RUS,MF,FK Akron Tolyatti,20,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15,0,0,0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Theo Bongonda,COD,"MF,FW",Spartak Moscow,28,27,25,1834,20.4,7,1,8,7,0,1,1,0,0.34,0.05,0.39,0.34,0.39,6.0,0,15,34,7,66,8,19,0,49,24,49.0,2.4,1.18,0.14,0.29
Kirill Bozhenov,RUS,"DF,MF",Nizhny Novgorod,23,14,11,786,8.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.35,0,17,17,0,14,11,6,0,2,0,0.0,0.23,0.0,0.0,0.0
Sergei Bozhin,RUS,DF,Fakel Voronezh,29,23,21,1852,20.6,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.7,0,16,21,1,13,35,23,1,14,3,21.4,0.68,0.15,0.0,0.0
Mohamed Brahimi,FRA,"MF,DF",Fakel Voronezh,25,29,23,1871,20.8,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,0.9,0,41,57,5,64,27,52,0,13,3,23.1,0.63,0.14,0.08,0.33
Sergei Bryzgalov,RUS,DF,Fakel Voronezh,31,5,1,164,1.8,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.15,1,2,1,0,0,2,5,0,0,0,0.0,0.0,0.0,0.0,0.0
Juan Caceres,PAR,DF,Dynamo Mosc,24,10,10,900,10.0,0,2,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,3.5,0,14,10,0,30,19,25,0,4,0,0.0,0.4,0.0,0.0,0.0
Egas Cacintura,ANG,"FW,MF",D'mo Makhachkala,26,26,24,2119,23.5,4,3,7,4,0,0,5,1,0.17,0.13,0.3,0.17,0.3,1.0,0,36,65,6,83,9,24,0,36,14,38.9,1.53,0.59,0.11,0.29
Camilo,BRA,MF,Akhmat Grozny,25,16,15,1359,15.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.2,0,22,14,0,5,38,41,0,7,0,0.0,0.46,0.0,0.0,0.0
Felippe Cardoso,BRA,FW,Akhmat Grozny,25,12,8,608,6.8,2,0,2,2,0,0,3,0,0.3,0.0,0.3,0.3,0.3,0.75,0,5,16,5,0,2,0,0,21,7,33.3,3.11,1.04,0.1,0.29
Roberto Carlos Fernandez,BOL,DF,FK Akron Tolyatti,25,19,18,1624,18.0,0,2,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,1.2,0,22,19,1,68,29,33,0,1,0,0.0,0.06,0.0,0.0,0.0
Jorge Carrascal,COL,"MF,FW",Dynamo Mosc,26,26,21,1725,19.2,7,3,10,4,3,3,3,1,0.37,0.16,0.52,0.21,0.37,7.0,0,33,55,10,49,7,27,0,43,18,41.9,2.24,0.94,0.09,0.22
Mateo Cassierra,COL,"FW,MF",Zenit,27,30,20,1831,20.3,8,4,12,7,1,1,0,0,0.39,0.2,0.59,0.34,0.54,10.0,0,22,14,8,0,3,13,0,51,19,37.3,2.51,0.93,0.14,0.37
Kevin Castano,COL,MF,Krasnodar,23,16,5,578,6.4,1,3,4,1,0,0,1,0,0.16,0.47,0.62,0.16,0.62,8.0,0,9,1,0,8,0,9,0,11,2,18.2,1.71,0.31,0.09,0.5
Juan Castillo,COL,"DF,MF",Nizhny Novgorod,21,11,3,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0,5,1,0,15,3,2,0,6,3,50.0,1.55,0.77,0.0,0.0
Thabo Cele,RSA,"MF,FW",Fakel Voronezh,27,9,6,496,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.35,0,7,5,0,15,10,9,0,2,0,0.0,0.36,0.0,0.0,0.0
Ronaldo Cesar,BRA,"FW,MF",Rostov,23,29,27,2355,26.2,4,3,7,4,0,1,4,0,0.15,0.11,0.27,0.15,0.27,4.0,0,34,32,9,11,4,21,0,65,22,33.8,2.48,0.84,0.06,0.18
Fyodor Chalov,RUS,FW,CSKA Moscow,26,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.5,0,1,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0
Luis Chavez,MEX,MF,Dynamo Mosc,28,19,17,1395,15.5,3,4,7,2,1,1,3,0,0.19,0.26,0.45,0.13,0.39,8.0,0,19,15,1,45,11,10,0,25,8,32.0,1.61,0.52,0.08,0.25
Aleksandr Chernikov,RUS,MF,Krasnodar,24,27,23,1853,20.6,2,1,3,2,0,0,9,0,0.1,0.05,0.15,0.1,0.15,8.0,0,42,21,0,4,27,32,0,31,7,22.6,1.51,0.34,0.06,0.29
Nikita Chernov,RUS,DF,Spartak Moscow,28,8,4,428,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5,0,11,1,0,0,5,3,0,3,1,33.3,0.63,0.21,0.0,0.0
Yevgeni Chernov,RUS,DF,Rostov,31,5,2,203,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0,3,1,0,23,5,1,0,1,0,0.0,0.44,0.0,0.0,0.0
Vasili Cherov,RUS,DF,Fakel Voronezh,28,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.45,0,1,0,0,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Artem Chistiakov,RUS,DF,Nizhny Novgorod,17,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Claudinho,BRA,MF,Zenit,27,16,15,1195,13.3,0,5,5,0,0,0,3,0,0.0,0.38,0.38,0.0,0.38,15.0,0,14,27,1,37,16,13,0,28,10,35.7,2.11,0.75,0.0,0.0
Jhon Cordoba,COL,FW,Krasnodar,31,25,25,2207,24.5,12,4,16,12,0,0,9,1,0.49,0.16,0.65,0.49,0.65,12.0,1,65,90,32,9,1,4,0,82,36,43.9,3.34,1.47,0.15,0.33
Alex Corredera,ESP,MF,FC Khimki,28,22,14,1303,14.5,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.8,0,9,18,0,39,7,19,0,14,4,28.6,0.97,0.28,0.0,0.0
Fernando Costanza,BRA,MF,Samara,25,21,19,1688,18.8,1,3,4,1,0,0,7,2,0.05,0.16,0.21,0.05,0.21,3.0,1,37,27,1,16,28,35,0,22,6,27.3,1.17,0.32,0.05,0.17
Justin Cuero,ECU,FW,Orenburg,20,7,0,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.25,0,3,1,0,0,0,1,0,6,1,16.7,5.63,0.94,0.0,0.0
Nikola Cumic,SRB,"MF,FW",Rubin Kazan,25,20,13,1069,11.9,2,0,2,2,0,0,2,0,0.17,0.0,0.17,0.17,0.17,1.5,0,6,12,6,16,2,6,0,25,12,48.0,2.1,1.01,0.08,0.17
Marvin Cuni,ALB,FW,Rubin Kazan,23,10,4,457,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,8,15,0,6,2,4,0,6,0,0.0,1.18,0.0,0.0,0.0
Mirlind Daku,ALB,FW,Rubin Kazan,26,26,26,2303,25.6,15,5,20,12,3,5,10,2,0.59,0.2,0.78,0.47,0.66,8.0,2,74,54,21,10,7,9,0,65,31,47.7,2.54,1.21,0.18,0.39
Kirill Danilin,RUS,"FW,MF",FK Akron Tolyatti,21,25,18,1548,17.2,1,1,2,1,0,0,4,1,0.06,0.06,0.12,0.06,0.12,0.7,1,33,28,6,87,9,20,0,23,9,39.1,1.34,0.52,0.04,0.11
Eli Dasa,ISR,DF,Dynamo Mosc,31,20,16,1399,15.5,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,1.0,0,21,14,0,37,11,14,0,11,0,0.0,0.71,0.0,0.0,0.0
